"genes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000062582"	"MRPS24"	-6.92792610046598	6.65905050992477	-72.4884616604479	0	0	742.279438943796
"ENSG00000062650"	"WAPL"	-6.21102724390662	6.16442498598279	-129.2159538241	0	0	1117.22511067151
"ENSG00000063046"	"EIF4B"	-9.26274178429597	9.44336279054881	-108.437996577578	0	0	1000.24019650152
"ENSG00000063177"	"RPL18"	-9.89521436666236	10.0734704666945	-86.6935969081226	0	0	854.717667541571
"ENSG00000063244"	"U2AF2"	-7.43298655103213	7.44389545397727	-196.507396725204	0	0	1399.97044714897
"ENSG00000063245"	"EPN1"	-6.60661660217379	6.62410133507138	-96.2797629755685	0	0	922.770817386721
"ENSG00000063322"	"MED29"	-5.87524632353565	5.94538301873178	-117.236069487532	0	0	1052.31733188031
"ENSG00000063978"	"RNF4"	-6.43123295091119	6.38536702721316	-114.392643757559	0	0	1036.05392878436
"ENSG00000064012"	"CASP8"	-6.40012932083962	6.35516717323745	-76.2413102489666	0	0	773.678088634031
"ENSG00000064115"	"TM7SF3"	-6.15099649384686	6.13840075979605	-72.0304903789491	0	0	738.359719268857
"ENSG00000064313"	"TAF2"	-5.34718339007243	5.31395638682842	-101.180063340212	0	0	955.047006619584
"ENSG00000064393"	"HIPK2"	-8.46863103933779	8.47638491364975	-73.6140725499107	0	0	751.755126469141
"ENSG00000064419"	"TNPO3"	-5.79902072994896	5.73295152556736	-111.432612512695	0	0	1018.62566947995
"ENSG00000064490"	"RFXANK"	-5.37134685409579	5.42116064358755	-94.6088012853094	0	0	911.309200217673
"ENSG00000064545"	"TMEM161A"	-5.48963546626689	5.40155194274896	-80.2372536610872	0	0	805.739140904116
"ENSG00000064607"	"SUGP2"	-7.65241189953066	7.77456875023595	-112.758002482888	0	0	1026.38923788574
"ENSG00000064666"	"CNN2"	-7.18684919234568	7.1383063497801	-72.0407139441792	0	0	738.442322798178
"ENSG00000064687"	"ABCA7"	-6.77666140716321	7.00882301819983	-77.0968847719863	0	0	780.657619918229
"ENSG00000064726"	"BTBD1"	-6.41388195530338	6.30124195078304	-105.564673953399	0	0	983.004842776759
"ENSG00000064961"	"HMG20B"	-6.20650637196915	6.15594211085447	-106.491300903717	0	0	988.750136921312
"ENSG00000064995"	"TAF11"	-4.84428597492838	4.88601857065364	-78.0624907051525	0	0	788.355015248118
