"genes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"ENSG00000035720"	"STAP1"	1.22679100899096	5.18222948676669	5.89942770448324	5.67157052271635e-09	6.32171599660714e-07	9.56474693678366
"ENSG00000165929"	"TC2N"	-1.74444446967292	-1.23637314090636	-5.88847217529371	6.04161171131821e-09	6.68502130889582e-07	10.0746229004757
"ENSG00000039139"	"DNAH5"	-1.732840737952	-4.54227763192489	-5.8834146445898	6.2202796937791e-09	6.81046513219989e-07	9.99186507488657
"ENSG00000143401"	"ANP32E"	-0.477203390790107	6.26503846240577	-5.88228494074611	6.26088702573056e-09	6.81046513219989e-07	9.40306199522296
"ENSG00000072062"	"PRKACA"	-0.410489719517094	6.43789633915907	-5.88080656284642	6.3144180080283e-09	6.81046513219989e-07	9.39439788126317
"ENSG00000122859"	"NEUROG3"	-1.68950087017779	-4.98875574377649	-5.88024990676771	6.33468951540461e-09	6.81046513219989e-07	9.96387134941715
"ENSG00000005810"	"MYCBP2"	0.531207352936424	7.32495449491001	5.8783191751627	6.40549291036567e-09	6.83808922734037e-07	9.39879857976551
"ENSG00000120896"	"SORBS3"	1.01972639006148	3.35552625466594	5.87706178230521	6.45201789693777e-09	6.83959016081676e-07	9.6898617094773
"ENSG00000238243"	"OR2W3"	-1.53384097310476	-4.71663375379834	-5.86518544574406	6.9080195085839e-09	7.27212970351551e-07	9.8890583632918
"ENSG00000174483"	"BBS1"	0.423328666240923	4.38639601988195	5.86017143732123	7.10983132212643e-09	7.43296089738721e-07	9.41979765709672
"ENSG00000125850"	"OVOL2"	-1.62090563064368	-5.16253553264907	-5.85870794720935	7.1698117208261e-09	7.44432711479472e-07	9.84326101847345
"ENSG00000176058"	"TPRN"	0.442036831998383	3.61285147530817	5.85486854929128	7.32952099388698e-09	7.53692337598117e-07	9.53481697849202
"ENSG00000163463"	"KRTCAP2"	-0.55442776099461	7.71180143859667	-5.85418226370671	7.35843168840433e-09	7.53692337598117e-07	9.27289204811049
"ENSG00000105373"	"NOP53"	0.688593522804176	8.95539129261929	5.83071298329627	8.41682897421781e-09	8.56049518205482e-07	9.20010704608363
"ENSG00000164418"	"GRIK2"	-1.58064653956638	-2.9828326702808	-5.82959664947465	8.47070570161767e-09	8.56049518205482e-07	9.73210590411529
"ENSG00000153132"	"CLGN"	-2.07084813237713	1.10455364219595	-5.82681104753743	8.6066144808532e-09	8.64024297452011e-07	9.716143059671
"ENSG00000177283"	"FZD8"	-1.99391294534484	-1.86718516572014	-5.81423193540927	9.24726857008469e-09	9.20131059169867e-07	9.67213221934796
"ENSG00000167525"	"PROCA1"	0.588580576429136	2.29625708467692	5.81348200843969	9.28689570901707e-09	9.20131059169867e-07	9.51518558391712
"ENSG00000176978"	"DPP7"	0.667742109706162	8.19847839502867	5.80379427354075	9.81392082945471e-09	9.6603393411496e-07	9.01524866484859
"ENSG00000143450"	"OAZ3"	-0.519046583665839	0.579359517143412	-5.79544177510921	1.02916033934692e-08	1.00651881188129e-06	9.55298885411328
"ENSG00000188060"	"RAB42"	1.38563851308632	-0.119193019850772	5.79021004173561	1.06022637386609e-08	1.03025458983565e-06	9.53885739060008
"ENSG00000186184"	"POLR1D"	0.460697151693021	6.42150623816901	5.77581159216988	1.15051530712707e-08	1.11087016183052e-06	8.81167836007735
"ENSG00000143774"	"GUK1"	-0.369329752637745	7.45429221022509	-5.76440250962152	1.2273354882597e-08	1.17754295357777e-06	8.76649672009663
